Street;City;propertycard__detailvalue;quartos;banheiros;vagas;price
Rua Padre Leonel Franca, , 611 ; Vila Libanesa, São Paulo ;250;2;2;2;R$ 600.000
Rua Nicolau Alayon ; Interlagos, São Paulo ;163;2;1;3;R$ 880.000
Vila Mariana, São Paulo ; SP;283;3;5;2;R$ 1.150.000
Rua Cordisburgo, 251 ; Jardim Leonor, São Paulo ;850;4;4;6;R$ 6.500.000
Rua Cássio Martins Vilaça ; Pacaembu, São Paulo ;372;4;5;4;R$ 4.650.000
Vila Firmiano Pinto, São Paulo ; SP;125;3;3;2;R$ 880.000
Parque dos Príncipes, São Paulo ; SP;270;3;4;5;R$ 1.150.000
Chácara Mafalda, São Paulo ; SP;120;2;1;2;R$ 477.000
Rua Nove de Julho ; Santo Amaro, São Paulo ;250;3;4;3;R$ 1.600.000
Vila São José (Ipiranga), São Paulo ; SP;149;3;1;3;R$ 790.000
Avenida das Magnólias ; Cidade Jardim, São Paulo ;850;4;4;10;R$ 11.000.000
Mirandópolis, São Paulo ; SP;144;3;1;1;R$ 900.000
Rua Salvador Simões ; Vila Dom Pedro I, São Paulo ;200;2;3;3;R$ 1.200.000
Vila Romero, São Paulo ; SP;348;3;4;4;R$ 1.000.000
Bosque da Saúde, São Paulo ; SP;280;3;1;6;R$ 1.480.000
Rua Mário ; Vila Romana, São Paulo ;150;3;3;2;R$ 1.250.000
Rua Suarão, , 96 ; Vila Prudente, São Paulo ;136;2;1;1;R$ 440.000
Rua Doutor Cristiano de Sousa ; Jardim Leonor, São Paulo ;350;4;5;3;R$ 1.396.369
Rua Galeno de Almeida, 309 ; Pinheiros, São Paulo ;110;3;3;2;R$ 1.399.000
Vila Ipojuca, São Paulo ; SP;600;4;6;18;R$ 2.600.000
Rua José Raimundo ; Jardim dos Prados, São Paulo ;220;4;4;4;R$ 1.065.000
Rua Caramuru ; Saúde, São Paulo ;223;1;4;2;R$ 1.350.000
Rua Ytaipu ; Mirandópolis, São Paulo ;150;3;4;3;R$ 1.200.000
Jardim Paulistano, São Paulo ; SP;210;3;1;2;R$ 5.200.000
Rua Antônio Macuco Alves ; Jardim Sarah, São Paulo ;164;2;2;5;R$ 693.000
Rua Doutor Francisco Malta Cardoso ; Jardim Cordeiro, São Paulo ;312;3;4;3;R$ 2.800.000
Rua Doutor Fausto de Almeida Prado Penteado ; Jardim Sílvia (Zona Oeste), São Paulo ;1643;4;5;5;R$ 4.500.000
Santo Amaro, São Paulo ; SP;380;3;5;4;R$ 2.700.000
Rua Barajuba ; Alto de Pinheiros, São Paulo ;350;4;6;4;"R$ 15.500
                      /Mês"
Conjunto Residencial Butantã, São Paulo ; SP;90;2;2;2;R$ 750.000
Rua Trasybulo Pinheiro de Albuquerque ; Jardim Santa Helena, São Paulo ;264;3;5;4;R$ 1.300.000
Rua Madalena, 580 ; Vila Madalena, São Paulo ;488;4;5;3;R$ 3.300.000
Rua Fábia ; Vila Romana, São Paulo ;138;2;2;2;R$ 950.000
Rua Southey ; Vila Dom Pedro I, São Paulo ;175;4;3;2;R$ 1.400.000
Rua Tenente Henrique Gil Neto, 30 ; Vila Mariana, São Paulo ;180;3;2;3;R$ 1.380.000
Jardim América, São Paulo ; SP;601;3;5;10;"R$ 80.000
                      /Mês"
Rua General Calado, 192 ; Vila Regente Feijó, São Paulo ;194;4;4;2;R$ 900.000
Rua Feliciano Maia ; Jardim Paulista, São Paulo ;600;5;4;10;"R$ 30.000
                      /Mês"
Rua João Batista Leme da Silva ; Vila Madalena, São Paulo ;190;3;2;2;R$ 1.045.000
Rua Senador Otávio Mangabeira ; Jardim Morumbi, São Paulo ;350;5;6;5;R$ 2.000.000
Rua Piatá ; Vila Isolina Mazzei, São Paulo ;55;3;1;1;R$ 345.000
Rua Sílvia Celeste de Campos ; Alto de Pinheiros, São Paulo ;670;5;6;7;R$ 15.000.000
Rua Amélia Barsotti Simi ; Jardim Riviera, São Paulo ;400;3;3;7;R$ 1.480.000
Rua Veneza ; Jardim Paulista, São Paulo ;450;3;1;2;"R$ 15.000
                      /Mês"
Rua Doutor Dolzani ; Jardim da Glória, São Paulo ;106;2;2;1;R$ 448.970
Vila Santa Catarina, São Paulo ; SP;244;3;1;3;R$ 900.000
Rua Tebas ; Jardim Brasil (Zona Sul), São Paulo ;400;3;6;6;R$ 2.800.000
Rua Mesquita ; Vila Deodoro, São Paulo ;200;3;1;2;R$ 3.800.000
Rua Doutor Queirós Guimarães ; Jardim Guedala, São Paulo ;400;4;5;4;R$ 3.850.000
Jardim Prudência, São Paulo ; SP;364;3;3;3;R$ 1.500.000
Santo Amaro, São Paulo ; SP;150;2;3;1;R$ 1.050.000
Rua Fujie Nitta ; Brooklin Paulista, São Paulo ;147;3;3;2;R$ 970.000
Jardim Paulista, São Paulo ; SP;600;4;6;3;R$ 11.000.000
Rua Ferdinando Laboriau ; Pacaembu, São Paulo ;450;4;4;4;R$ 2.350.000
Pacaembu, São Paulo ; SP;280;4;6;6;R$ 2.100.000
Rua Sacadura Cabral ; Lapa, São Paulo ;37;1;2;1;R$ 510.000
Rua Padre Vicente Heckel ; Parque Jabaquara, São Paulo ;274;3;2;6;R$ 939.000
Parque Jabaquara, São Paulo ; SP;193;3;3;4;R$ 950.000
Jardim Luzitânia, São Paulo ; SP;627;3;5;4;R$ 13.000.000
Rua André Saraiva ; Vila Sônia, São Paulo ;125;2;2;2;R$ 689.000
Vila Isa, São Paulo ; SP;240;3;1;3;R$ 850.000
Jardim Guedala, São Paulo ; SP;900;5;7;10;R$ 5.800.000
Jardim Cordeiro, São Paulo ; SP;640;5;7;7;R$ 6.000.000
Vila Talarico, São Paulo ; SP;168;3;3;2;R$ 450.000
Rua Juvenal Galeno ; Jardim da Saúde, São Paulo ;270;4;4;2;R$ 890.000
Rua Izabel Velho ; Vila São Vicente, São Paulo ;116;3;4;2;R$ 490.000
Rua Professor Vahia de Abreu ; Vila Olímpia, São Paulo ;94;3;4;1;R$ 1.200.000
Rua Rosalino Silva ; Jardim Itapeva, São Paulo ;129;3;3;3;R$ 620.000
Rua Canudos ; Jardim da Glória, São Paulo ;230;3;2;3;R$ 1.200.000
Rua Canudos ; Jardim da Glória, São Paulo ;229;3;2;3;R$ 1.199.999
Rua Auguste Clesinger, , 172 ; Vila do Bosque, São Paulo ;273;5;5;3;R$ 1.270.000
Jardim Peri, São Paulo ; SP;330;3;2;3;R$ 1.250.000
Rua Marcondes de Andrade ; Vila São José (Ipiranga), São Paulo ;177;3;2;3;R$ 980.000
Rua Doutor Monteiro Tapajós ; Vila Santo Estéfano, São Paulo ;121;3;2;2;R$ 590.000
Rua Sônia Ribeiro ; Campo Belo, São Paulo ;250;4;4;4;R$ 1.750.000
Morumbi, São Paulo ; SP;750;4;1;6;"R$ 18.000
                      /Mês"
Campo Belo, São Paulo ; SP;214;4;5;4;R$ 2.500.000
Rua Guaxatuba ; Santo Amaro, São Paulo ;202;2;1;4;R$ 1.000.000
Jardim Ester, São Paulo ; SP;130;3;3;2;R$ 570.000
Rua Honduras ; Jardim Paulista, São Paulo ;360;4;6;8;R$ 7.497.000
Saúde, São Paulo ; SP;165;4;4;2;R$ 1.249.000
Rua Primavera ; Jardim Paulista, São Paulo ;350;3;3;4;"R$ 25.000
                      /Mês"
Brooklin Paulista, São Paulo ; SP;480;5;8;6;R$ 2.900.000
Rua Calíope ; Jardim Guedala, São Paulo ;572;4;3;7;R$ 2.553.191
Saúde, São Paulo ; SP;140;3;2;3;R$ 3.200.000
Vila Dom Pedro I, São Paulo ; SP;100;2;2;1;R$ 700.000
Rua Pascoal Gomes de Lima, 87 ; Tremembé, São Paulo ;100;3;2;6;R$ 531.000
Rua Brigadeiro Gama Barcelos ; Parque Jabaquara, São Paulo ;200;3;3;4;R$ 789.500
Parque Savoy City, São Paulo ; SP;165;3;2;2;R$ 498.000
Rua Maestro Chiaffarelli ; Jardim Paulista, São Paulo ;226;3;3;2;R$ 3.200.000
Vila Moraes, São Paulo ; SP;168;2;1;3;R$ 630.000
Rua São Gall, 4 ; Vila Ipojuca, São Paulo ;351;5;7;5;R$ 1.699.999
Rua Gregório Paes de Almeida, 1025 ; Vila Madalena, São Paulo ;400;3;3;5;"R$ 15.000
                      /Mês"
Indianópolis, São Paulo ; SP;124;2;2;2;R$ 995.000
Jardim Guedala, São Paulo ; SP;400;4;6;5;R$ 1.700.000
Rua Engenheiro Artur de Miranda, , 187 ; Butantã, São Paulo ;180;3;2;3;R$ 900.000
Rua Parque da Fonte ; Barro Branco (Zona Norte), São Paulo ;600;3;2;4;R$ 3.400.000
Rua Pedro Nascimento Ferrador, 483 ; Vila Prudente, São Paulo ;125;3;3;2;R$ 760.000
Rua Doutor Ernani da Gama Corrêa ; Conjunto Residencial Butantã, São Paulo ;90;2;1;2;R$ 580.000
Rua Nova Pátria ; Bosque da Saúde, São Paulo ;205;4;4;3;R$ 1.490.000
Rua Rodrigues Guião, 146 ; Pinheiros, São Paulo ;130;3;3;1;R$ 2.000.000
Rua Limonita ; Quarta Parada, São Paulo ;235;4;3;2;R$ 1.100.000
Jardim Ester Yolanda, São Paulo ; SP;90;2;3;2;R$ 430.000
Rua Japeacaba ; Vila Albertina, São Paulo ;238;3;3;3;R$ 1.300.000
Rua Pantojo ; Vila Regente Feijó, São Paulo ;349;3;1;2;R$ 1.277.250
Jardim Novo Mundo, São Paulo ; SP;380;4;5;3;R$ 2.500.000
Vila Santos, São Paulo ; SP;120;3;2;2;R$ 525.000
Rua Professor Eduardo Monteiro, 3773;8888;550;3;5;6;R$ 4.000.000
Rua João Bertacchi ; Jardim Cristal, São Paulo ;241;2;1;2;R$ 361.200
Avenida Doutor Cardoso de Melo ; Vila Olímpia, São Paulo ;300;4;1;8;R$ 950.000
Rua Demóstenes ; Campo Belo, São Paulo ;286;3;5;4;R$ 1.950.000
Bosque da Saúde, São Paulo ; SP;288;3;3;6;R$ 1.200.000
Rua Luiz da Silva Leite, 93 ; Vila Olinda, São Paulo ;265;3;3;2;R$ 550.000
Rua Antônio Macuco Alves ; Jardim Sarah, São Paulo ;91;2;2;2;R$ 430.000
Alto de Pinheiros, São Paulo ; SP;389;4;4;4;R$ 5.000.000
Brooklin Paulista, São Paulo ; SP;330;4;4;4;R$ 1.800.000
Rua Félix de Sousa ; Vila Congonhas, São Paulo ;220;3;3;9;R$ 1.900.000
Chácara Flora, São Paulo ; SP;1300;5;8;9;"R$ 42.000
                      /Mês"
Rua Melo Morais Filho ; Jardim Guedala, São Paulo ;545;4;6;10;R$ 8.500.000
Vila Ida, São Paulo ; SP;235;3;3;7;R$ 2.300.000
Avenida Professor Rubens Gomes de Souza ; Jardim Cordeiro, São Paulo ;500;4;5;6;R$ 9.000.000
Cidade Monções, São Paulo ; SP;102;2;4;2;R$ 1.200.000
Cidade Jardim, São Paulo ; SP;410;3;5;4;R$ 4.000.000
Rua Comendador Bichara Moherdauí ; Jardim Leonor, São Paulo ;798;5;7;8;R$ 4.950.000
Bosque da Saúde, São Paulo ; SP;405;5;1;5;R$ 1.800.000
Rua Bernard de Soissons, 112 ; Jardim das Vertentes, São Paulo ;200;3;4;2;R$ 745.000
Rua da Paz ; Alto da Boa Vista, São Paulo ;400;5;4;6;R$ 1.750.000
Rua James Ensor ; Parque Regina, São Paulo ;100;2;2;2;R$ 450.000
Pacaembu, São Paulo ; SP;365;4;5;5;R$ 2.950.000
Rua Pedro Paulino de Andrade ; Jardim Heliomar, São Paulo ;150;3;4;2;R$ 780.000
Rua Padre Bruno Ricco, , 199 ; Parque São Lucas, São Paulo ;390;5;4;4;"R$ 5.000
                      /Mês"
Rua Flórida ; Cidade Monções, São Paulo ;220;4;6;3;R$ 2.000.000
Rua dos Jacintos ; Mirandópolis, São Paulo ;142;3;3;3;R$ 950.000
Indianópolis, São Paulo ; SP;406;4;2;4;R$ 2.500.000
Rua Doutor Lacerda de Oliveira ; Parque São Lucas, São Paulo ;80;2;1;1;R$ 350.000
Rua Guararema ; Bosque da Saúde, São Paulo ;300;3;2;3;R$ 900.000
Retiro Morumbi, São Paulo ; SP;1800;6;9;10;R$ 19.000.000
Rua Francisco Alves Bezerra ; Parque Edu Chaves, São Paulo ;105;2;2;1;R$ 445.000
Rua dos Militares ; Vila Albertina, São Paulo ;230;3;4;3;R$ 1.200.000
Vila São Francisco, São Paulo ; SP;256;5;5;6;R$ 2.000.000
Rua José Rufino da Silva ; Jardim Primavera (Zona Sul), São Paulo ;179;3;2;2;R$ 401.100
Vila Anhangüera, São Paulo ; SP;296;3;3;2;R$ 1.020.000
Rua Samambaia ; Vila Roseira II, São Paulo ;150;2;2;3;R$ 790.000
Avenida Marcondes de Brito ; Chácara Seis de Outubro, São Paulo ;480;3;3;5;R$ 1.600.000
Pacaembu, São Paulo ; SP;550;4;5;6;"R$ 12.000
                      /Mês"
Avenida Amarilis, 933 ; Cidade Jardim, São Paulo ;840;4;6;8;R$ 5.899.000
Belenzinho, São Paulo ; SP;230;3;2;3;R$ 1.500.000
Rua Ituxi ; Saúde, São Paulo ;73;2;3;1;R$ 896.000
Rua Paschoal Pellini ; Jardim Prudência, São Paulo ;335;4;3;4;R$ 1.800.000
Rua Inhambú ; Vila Uberabinha, São Paulo ;260;3;4;2;R$ 1.930.000
Rua Deputado Euvaldo Lodi ; Retiro Morumbi, São Paulo ;1245;4;6;4;"R$ 40.000
                      /Mês"
Rua Francisco Lages, 53 ; Vila Antônio, São Paulo ;90;2;1;2;R$ 500.000
Itaim Bibi, São Paulo ; SP;125;3;2;1;R$ 2.500.000
Vila Olímpia, São Paulo ; SP;200;2;3;2;R$ 2.900.000
Rua João Batista Leme da Silva ; Vila Madalena, São Paulo ;190;3;2;2;R$ 1.045.000
Rua Senador Otávio Mangabeira ; Jardim Morumbi, São Paulo ;350;5;6;5;R$ 2.000.000
Rua Piatá ; Vila Isolina Mazzei, São Paulo ;55;3;1;1;R$ 345.000
Rua Sílvia Celeste de Campos ; Alto de Pinheiros, São Paulo ;670;5;6;7;R$ 15.000.000
Rua Amélia Barsotti Simi ; Jardim Riviera, São Paulo ;400;3;3;7;R$ 1.480.000
Rua Veneza ; Jardim Paulista, São Paulo ;450;3;1;2;"R$ 15.000
                      /Mês"
Rua Doutor Dolzani ; Jardim da Glória, São Paulo ;106;2;2;1;R$ 448.970
Vila Santa Catarina, São Paulo ; SP;244;3;1;3;R$ 900.000
Rua Tebas ; Jardim Brasil (Zona Sul), São Paulo ;400;3;6;6;R$ 2.800.000
Rua Mesquita ; Vila Deodoro, São Paulo ;200;3;1;2;R$ 3.800.000
Rua Doutor Queirós Guimarães ; Jardim Guedala, São Paulo ;400;4;5;4;R$ 3.850.000
Jardim Prudência, São Paulo ; SP;364;3;3;3;R$ 1.500.000
Santo Amaro, São Paulo ; SP;150;2;3;1;R$ 1.050.000
Rua Fujie Nitta ; Brooklin Paulista, São Paulo ;147;3;3;2;R$ 970.000
Jardim Paulista, São Paulo ; SP;600;4;6;3;R$ 11.000.000
Vila Dom Pedro I, São Paulo ; SP;180;3;1;2;R$ 850.000
Rua Ferdinando Laboriau ; Pacaembu, São Paulo ;450;4;4;4;R$ 2.350.000
Pacaembu, São Paulo ; SP;280;4;6;6;R$ 2.100.000
Rua Sacadura Cabral ; Lapa, São Paulo ;37;1;2;1;R$ 510.000
Rua Padre Vicente Heckel ; Parque Jabaquara, São Paulo ;274;3;2;6;R$ 939.000
Parque Jabaquara, São Paulo ; SP;193;3;3;4;R$ 950.000
Jardim Luzitânia, São Paulo ; SP;627;3;5;4;R$ 13.000.000
Rua André Saraiva ; Vila Sônia, São Paulo ;125;2;2;2;R$ 689.000
Vila Isa, São Paulo ; SP;240;3;1;3;R$ 850.000
Jardim Guedala, São Paulo ; SP;900;5;7;10;R$ 5.800.000
Jardim Cordeiro, São Paulo ; SP;640;5;7;7;R$ 6.000.000
Vila Talarico, São Paulo ; SP;168;3;3;2;R$ 450.000
Rua Juvenal Galeno ; Jardim da Saúde, São Paulo ;270;4;4;2;R$ 890.000
Rua Izabel Velho ; Vila São Vicente, São Paulo ;116;3;4;2;R$ 490.000
Rua Professor Vahia de Abreu ; Vila Olímpia, São Paulo ;94;3;4;1;R$ 1.200.000
Rua Rosalino Silva ; Jardim Itapeva, São Paulo ;129;3;3;3;R$ 620.000
Rua Canudos ; Jardim da Glória, São Paulo ;230;3;2;3;R$ 1.200.000
Rua Canudos ; Jardim da Glória, São Paulo ;229;3;2;3;R$ 1.199.999
Rua Auguste Clesinger, , 172 ; Vila do Bosque, São Paulo ;273;5;5;3;R$ 1.270.000
Jardim Peri, São Paulo ; SP;330;3;2;3;R$ 1.250.000
Rua Marcondes de Andrade ; Vila São José (Ipiranga), São Paulo ;177;3;2;3;R$ 980.000
Rua Doutor Monteiro Tapajós ; Vila Santo Estéfano, São Paulo ;121;3;2;2;R$ 590.000
Rua Sônia Ribeiro ; Campo Belo, São Paulo ;250;4;4;4;R$ 1.750.000
Morumbi, São Paulo ; SP;750;4;1;6;"R$ 18.000
                      /Mês"
Campo Belo, São Paulo ; SP;214;4;5;4;R$ 2.500.000
Rua Guaxatuba ; Santo Amaro, São Paulo ;202;2;1;4;R$ 1.000.000
Jardim Ester, São Paulo ; SP;130;3;3;2;R$ 570.000
Rua Honduras ; Jardim Paulista, São Paulo ;360;4;6;8;R$ 7.497.000
Saúde, São Paulo ; SP;165;4;4;2;R$ 1.249.000
Rua Primavera ; Jardim Paulista, São Paulo ;350;3;3;4;"R$ 25.000
                      /Mês"
Rua Mendes Pais ; Vila Nova Conceição, São Paulo ;564;3;5;3;R$ 8.500.000
Travessa Professor Dalmo Belfort de Mattos ; Jardim Miriam, São Paulo ;67;2;1;1;R$ 257.600
Largo São Rafael ; Mooca, São Paulo ;103;3;2;2;R$ 750.000
Vila Dom Pedro I, São Paulo ; SP;225;4;1;5;R$ 1.390.000
Vila Vera, São Paulo ; SP;146;3;1;1;R$ 480.000
Sumaré, São Paulo ; SP;160;8;3;5;"R$ 8.500
                      /Mês"
Avenida Manoel dos Reis Araújo ; Jardim Marajoara, São Paulo ;500;3;6;6;R$ 2.300.000
Santo Amaro, São Paulo ; SP;185;4;5;4;R$ 2.100.000
Vila Monumento, São Paulo ; SP;282;4;2;4;R$ 1.705.000
Vila Brasílio Machado, São Paulo ; SP;110;3;3;2;R$ 650.000
Rua Roger Chaffee ; Interlagos, São Paulo ;345;4;6;4;R$ 2.500.000
Alto da Mooca, São Paulo ; SP;84;2;3;2;R$ 649.000
Rua Giácomo Carissimi, 178 ; Vila Adalgisa, São Paulo ;120;3;2;2;R$ 580.000
Jardim Luzitânia, São Paulo ; SP;260;3;4;3;R$ 5.250.000
Rua Simão de Toledo Piza, , 246 ; Vila Libanesa, São Paulo ;157;2;1;2;R$ 640.000
Rua Antônio Dario Menezes ; Vila Romano, São Paulo ;141;3;1;4;R$ 800.000
Jardim da Glória, São Paulo ; SP;200;3;4;3;R$ 1.000.000
Jardim da Glória, São Paulo ; SP;233;3;2;5;R$ 2.000.000
Rua Cayowaá ; Perdizes, São Paulo ;280;3;1;2;R$ 1.200.000
Bosque da Saúde, São Paulo ; SP;347;4;4;6;R$ 2.100.000
Rua do Minho, 50 ; Jardim Luzitânia, São Paulo ;300;4;7;4;"R$ 13.000
                      /Mês"
Vila Madalena, São Paulo ; SP;380;7;5;6;R$ 2.900.000
Bosque da Saúde, São Paulo ; SP;288;3;1;6;R$ 1.200.000
Alto da Lapa, São Paulo ; SP;360;3;4;6;R$ 2.400.000
Vila Bertioga, São Paulo ; SP;80;3;2;2;R$ 605.000
Rua Orozimbo Maia, 171 ; Alto da Mooca, São Paulo ;220;6;7;6;R$ 2.000.000
Vila Clementino, São Paulo ; SP;70;1;1;2;R$ 953.000
Rua Barão da Foz ; Jardim Santa Fé (Zona Sul), São Paulo ;270;1;1;2;R$ 370.000
Rua Sampaio Vidal ; Jardim Paulistano, São Paulo ;180;3;3;1;R$ 2.350.000
Vila Elvira, São Paulo ; SP;125;3;2;2;R$ 948.000
Rua Vinte e Nove de Outubro ; Vila Matilde, São Paulo ;102;3;2;2;R$ 460.000
Vila Romano, São Paulo ; SP;125;3;1;4;R$ 720.000
Jardim Paulista, São Paulo ; SP;900;5;1;10;"R$ 35.000
                      /Mês"
Vila Inah, São Paulo ; SP;300;4;2;2;R$ 1.300.000
Rua Sassaki ; Vila Marari, São Paulo ;270;3;6;3;R$ 980.000
Bosque da Saúde, São Paulo ; SP;257;4;1;4;R$ 1.400.000
Vila Romano, São Paulo ; SP;125;3;1;4;R$ 790.000
Rua Francisco Mesquita ; Vila Monte Alegre, São Paulo ;115;3;3;2;R$ 650.000
Quinta da Paineira, São Paulo ; SP;250;2;2;3;R$ 890.000
Rua Felisberto Ranzini ; Vila Gumercindo, São Paulo ;180;3;2;2;R$ 850.000
Rua Sanharó ; Jardim Guedala, São Paulo ;700;5;6;10;R$ 5.800.000
Jardim Virginia Bianca, São Paulo ; SP;250;3;5;4;R$ 990.000
Pinheiros, São Paulo ; SP;264;5;4;2;R$ 2.700.000
Rua Amador Lourenço ; Vila Constança, São Paulo ;125;3;2;2;R$ 490.000
Rua Caramuru ; Saúde, São Paulo ;240;3;5;3;R$ 1.300.000
São Paulo ; SP;490;3;4;4;R$ 5.000.000
Travessa Doutor Ezequiel Antunes de Oliveira ; Vila Nova Conceição, São Paulo ;170;2;3;1;R$ 2.400.000
Rua Ernest Renam ; Paraisópolis, São Paulo ;323;3;2;2;R$ 841.750
Rua Eduardo da Silva Magalhães ; Parque Continental, São Paulo ;220;4;4;4;R$ 1.200.000
Avenida Mahatma Gandhi ; Interlagos, São Paulo ;450;3;4;4;R$ 3.000.000
Rua dos Caetés ; Perdizes, São Paulo ;200;3;2;2;R$ 1.700.000
Jardim Europa, São Paulo ; SP;300;3;4;3;R$ 6.000.000
Alameda Canuri ; Planalto Paulista, São Paulo ;300;3;2;12;"R$ 15.000
                      /Mês"
Jardim Guarau, São Paulo ; SP;85;2;1;1;R$ 385.000
Rua Marivaldo Fernandes ; Interlagos, São Paulo ;411;4;6;6;R$ 2.000.000
Rua Antônio Gomes de Lima ; Socorro, São Paulo ;64;4;4;2;R$ 532.000
Jardim Leonor, São Paulo ; SP;708;5;7;5;R$ 5.800.000
Jardim Taboão, São Paulo ; SP;125;3;5;5;R$ 900.000
Rua Professor Corrêa Brito ; Jardim da Pedreira, São Paulo ;263;3;3;6;R$ 700.000
Rua Doutor José Cândido de Souza ; Jardim Novo Mundo, São Paulo ;600;4;5;8;R$ 4.500.000
Rua Mineiros do Tietê ; Vila Bancária Munhoz, São Paulo ;185;2;1;1;R$ 403.000
Rua Nigéria ; Itaim Bibi, São Paulo ;197;2;4;3;R$ 2.565.000
Caxingui, São Paulo ; SP;559;4;5;4;R$ 3.000.000
Rua Doutor Manuel Carlos de Figueiredo Ferraz ; Jardim Morumbi, São Paulo ;1758;6;8;15;R$ 13.000.000
Rua Vicente Góes e Aranha, 480 ; Vila Tramontano, São Paulo ;735;6;4;6;"R$ 12.000
                      /Mês"
Rua Soldado Ocimar Guimarães da Silva ; Vila Rio Branco, São Paulo ;60;2;1;2;R$ 465.000
Vila Gumercindo, São Paulo ; SP;101;2;1;2;R$ 800.000
Praça Graciliano Ramos ; Vila Mariana, São Paulo ;250;4;5;3;R$ 1.800.000
Rua Diogo Rodrigues Marques ; Jardim Luanda, São Paulo ;110;3;2;3;R$ 1.400.000
Brooklin Paulista, São Paulo ; SP;223;3;4;2;R$ 1.430.000
Vila Mariana, São Paulo ; SP;100;3;2;1;R$ 655.000
Rua Cosme de Souza ; Jardim Patente, São Paulo ;400;4;3;4;R$ 585.000
Rua Matheus José Pires ; Terceira Divisão de Interlagos, São Paulo ;78;2;1;2;R$ 350.000
Jardim Prudência, São Paulo ; SP;149;3;1;2;R$ 770.000
Rua Miralta, 30 ; Alto de Pinheiros, São Paulo ;769;7;8;6;"R$ 13.990
                      /Mês"
Rua Santa Eufêmia dos Fidalgos ; Tremembé, São Paulo ;200;2;3;6;R$ 1.100.000
Rua Oscar Guanabarino ; Aclimação, São Paulo ;210;3;2;3;"R$ 7.000
                      /Mês"
Avenida das Magnólias ; Cidade Jardim, São Paulo ;800;4;6;8;R$ 10.000.000
Avenida Francisco de Carvalho ; Jardim Ipanema (Zona Sul), São Paulo ;104;2;4;2;R$ 689.000
Jardim Paulista, São Paulo ; SP;120;2;3;2;R$ 2.100.000
Rua Américo Alves Pereira Filho ; Vila Morumbi, São Paulo ;250;3;3;1;R$ 790.000
Mirandópolis, São Paulo ; SP;103;2;2;1;R$ 749.000
Rua Clodomiro Furquim de Almeida, 163 ; Jardim Tietê, São Paulo ;120;3;3;2;R$ 380.000
Rua Estado de Israel ; Vila Clementino, São Paulo ;107;3;4;1;R$ 850.000
Rua Corumbiara, 4 ; Pinheiros, São Paulo ;82;1;2;1;R$ 850.000
Jardim Panorama, São Paulo ; SP;624;4;5;5;R$ 3.900.000
Alameda Jaú, 320 ; Jardim Paulista, São Paulo ;795;3;7;6;R$ 11.990.000
Rua Antônio Pinto do Rego Freitas ; Vila São Silvestre, São Paulo ;86;2;1;2;R$ 320.000
Rua Artur Dias ; Bosque da Saúde, São Paulo ;120;3;5;3;R$ 1.800.000
Rua Cristóvão Camargo, 200 ; Vila Araguaia, São Paulo ;135;3;1;1;R$ 429.999
Vila Morumbi, São Paulo ; SP;657;3;5;3;"R$ 15.000
                      /Mês"
Rua Latif Fakhouri ; Vila Santa Catarina, São Paulo ;170;3;3;4;R$ 900.000
Rua Heitor Peixoto ; Cambuci, São Paulo ;120;2;3;2;R$ 1.050.000
Rua Corneteiro de Jesus ; Água Fria, São Paulo ;250;3;4;2;R$ 1.200.000
Rua Granada ; Parque Sevilha, São Paulo ;116;3;2;4;R$ 680.000
Rua Bericoponé ; Jardim Nove de Julho, São Paulo ;200;4;2;3;R$ 500.000
Bosque da Saúde, São Paulo ; SP;286;3;1;4;R$ 1.950.000
Rua Zacarias de Gois ; Parque Colonial, São Paulo ;240;5;4;3;R$ 950.000
Rua Emboabas, 0 ; Brooklin Paulista, São Paulo ;350;4;5;4;R$ 2.150.000
Bosque da Saúde, São Paulo ; SP;121;3;1;3;R$ 795.000
Pinheiros, São Paulo ; SP;200;2;4;2;R$ 1.995.000
Vila Inah, São Paulo ; SP;368;4;4;4;R$ 1.950.000
Vila Santo Estéfano, São Paulo ; SP;140;2;1;2;R$ 630.000
Bosque da Saúde, São Paulo ; SP;126;2;1;2;R$ 750.000
Rua Carlos Tiago Pereira ; Bosque da Saúde, São Paulo ;180;4;5;4;R$ 1.800.000
Rua Timboré ; Jardim Oriental, São Paulo ;160;3;4;6;R$ 670.000
Vila Gumercindo, São Paulo ; SP;110;2;1;1;R$ 354.000
Rua Pedro Teixeira ; Vila Olímpia, São Paulo ;135;3;3;1;R$ 1.300.000
Rua Banibás ; Alto de Pinheiros, São Paulo ;250;3;5;4;R$ 2.800.000
Rua Santa Beatriz, , 147 ; Jardim Ibitirama, São Paulo ;100;3;2;4;R$ 890.000
Vila Santa Catarina, São Paulo ; SP;184;3;1;2;R$ 840.000
Bosque da Saúde, São Paulo ; SP;260;3;1;7;R$ 1.500.000
Rua Parque da Fonte, 0 ; Barro Branco (Zona Norte), São Paulo ;600;4;6;8;R$ 3.780.000
Rua Inocêncio Nogueira ; Cidade Jardim, São Paulo ;727;7;6;7;R$ 5.799.000
Rua Evezu ; Alto de Pinheiros, São Paulo ;243;3;3;4;R$ 1.800.000
Rua Nicola Pisano ; Parque São Lucas, São Paulo ;71;2;2;2;R$ 420.000
Rua Desembargador Teodomiro Dias ; Conjunto Residencial Butantã, São Paulo ;168;3;3;3;R$ 740.000
Rua Palmares ; Brooklin Paulista, São Paulo ;350;5;4;3;R$ 2.200.000
